uwYear,gender,carType,carCat,job,age,nYears,carVal,cover,density,claimNumbMD
2009,Male,C,Small,Employed,23,1,29260,0,30.37476431,1
2009,Male,E,Small,Housewife,24,15,16555,0,58.81986821,1
2009,Male,B,Large,Housewife,25,10,4140,0,30.46244233,1
2009,Male,E,Medium,Housewife,53,2,6610,0,123.969842,1
2009,Male,A,Small,Housewife,37,10,22740,1,77.68823268,1
2009,Male,B,Large,Unemployed,19,12,17405,0,284.2162652,1
2009,Female,E,Large,Employed,26,3,30490,0,270.7883545,1
2009,Male,B,Medium,Unemployed,27,0,29990,0,68.9093508,1
2009,Female,C,Large,Employed,36,0,20425,1,24.01925056,1
2009,Male,E,Large,Self-employed,34,7,15915,0,160.3435748,1
2009,Male,B,Medium,Unemployed,22,11,31595,0,182.367931,1
2009,Female,E,Medium,Self-employed,27,0,5815,0,91.55064058,1
2009,Female,E,Small,Housewife,24,6,20265,0,37.63520484,1
2009,Male,A,Medium,Employed,22,9,27940,0,68.85387998,1
2009,Female,A,Small,Self-employed,39,2,18710,1,239.4551701,1
2009,Male,A,Medium,Self-employed,21,8,24255,1,45.52113373,1
2009,Male,E,Small,Self-employed,53,8,7415,1,239.4551701,1
2009,Male,A,Small,Employed,18,0,18855,0,23.12027888,1
2009,Male,B,Medium,Employed,31,5,28825,1,63.82886936,1
2009,Female,E,Medium,Employed,19,0,7095,1,253.6198858,1
2009,Female,D,Small,Employed,30,1,8865,0,32.9239514,1
2009,Male,A,Medium,Unemployed,24,10,24985,0,167.9366556,1
2009,Male,E,Medium,Self-employed,26,1,17960,0,180.0831298,1
2009,Female,B,Large,Housewife,55,0,19425,1,66.69447337,1
2009,Female,E,Small,Retired,58,1,1550,1,114.1413271,1
2009,Male,D,Large,Unemployed,35,0,1180,1,184.4785165,1
2009,Female,D,Large,Employed,34,8,17460,0,94.36462339,1
2009,Male,E,Small,Employed,28,8,4000,0,275.2822626,1
2009,Female,D,Small,Unemployed,29,2,24340,1,259.0040603,1
2009,Male,C,Large,Unemployed,28,1,12955,0,99.43621052,1
2009,Male,A,Large,Housewife,35,7,7700,0,270.874006,1
2009,Male,D,Large,Retired,64,14,35405,1,248.5121203,1
2009,Female,C,Large,Housewife,27,1,22120,0,139.6062055,1
2009,Male,E,Medium,Housewife,31,2,38940,0,68.39045202,1
2009,Male,B,Small,Employed,19,9,17865,0,295.7970919,1
2009,Male,B,Medium,Unemployed,47,0,14110,0,66.12046108,1
2009,Male,A,Small,Housewife,49,11,14045,1,222.6929824,1
2009,Male,E,Medium,Employed,40,1,19155,0,129.6690079,1
2009,Male,A,Medium,Employed,26,3,18070,1,201.6569069,1
2009,Female,B,Small,Housewife,41,1,31230,0,295.7970919,1
2009,Male,E,Medium,Housewife,30,0,24850,0,238.240414,1
2009,Female,D,Large,Unemployed,39,11,9015,1,141.0368682,1
2009,Male,D,Medium,Housewife,42,4,17815,1,103.4727356,1
2009,Male,D,Medium,Employed,20,1,8475,1,43.18966881,1
2009,Male,A,Large,Self-employed,34,0,20765,1,23.21820596,1
2009,Male,A,Small,Employed,18,12,22815,0,211.8309492,1
2009,Female,A,Small,Employed,27,3,26810,1,26.51332544,1
2009,Male,D,Medium,Employed,26,3,27170,0,22.75483466,1
2009,Male,B,Medium,Employed,22,4,8595,0,66.06668352,1
2009,Male,A,Large,Employed,31,0,31235,0,23.97168003,1
2009,Male,E,Large,Housewife,48,3,18095,1,61.94412023,1
2009,Male,A,Large,Unemployed,32,2,14570,1,162.9324677,1
2009,Male,B,Small,Housewife,31,1,10475,1,62.73514095,1
2009,Male,E,Medium,Self-employed,57,13,10170,1,253.6198858,1
2009,Male,E,Small,Housewife,30,6,12500,1,260.3601885,1
2009,Male,D,Medium,Self-employed,49,1,7000,0,76.50537468,1
2009,Female,B,Medium,Employed,18,0,13180,0,69.72819603,1
2009,Female,E,Small,Employed,28,0,7920,0,57.32800859,1
2009,Female,D,Small,Housewife,38,1,17715,0,167.9366556,1
2009,Male,E,Small,Unemployed,48,1,6105,1,139.637282,1
2009,Male,C,Large,Employed,43,3,36265,0,186.6850127,1
2009,Male,D,Small,Housewife,29,0,16965,1,123.0199289,1
2009,Female,C,Small,Unemployed,19,8,18725,0,148.4018477,1
2009,Male,B,Medium,Employed,45,12,8045,0,59.63322296,1
2009,Male,D,Large,Housewife,54,2,17815,0,129.6690079,1
2009,Male,A,Medium,Employed,30,0,49955,0,129.4194752,1
2009,Male,A,Small,Employed,28,1,10610,0,44.16537902,1
2009,Male,B,Medium,Employed,54,2,4270,0,182.367931,1
2009,Male,A,Medium,Employed,18,2,24650,0,270.7883545,1
2009,Male,C,Large,Self-employed,31,1,23115,0,185.1345389,1
2009,Male,A,Small,Housewife,27,11,19025,0,88.29014956,1
2009,Female,A,Large,Self-employed,59,12,20460,0,113.2248348,1
2009,Male,B,Large,Housewife,22,6,17580,1,43.84379769,1
2009,Male,C,Medium,Retired,71,8,22240,1,216.4916013,1
2009,Female,E,Medium,Unemployed,25,8,15390,0,30.5989837,1
2009,Male,B,Small,Unemployed,47,0,41640,1,76.05272599,1
2009,Female,A,Large,Retired,52,8,25845,0,94.65751646,1
2009,Male,E,Medium,Unemployed,29,2,8375,0,114.881582,1
2009,Male,C,Medium,Housewife,31,15,24260,1,73.18307109,1
2009,Male,D,Small,Unemployed,40,0,13525,0,67.42478707,1
2009,Male,E,Medium,Self-employed,43,2,36010,1,222.2151274,1
2009,Male,B,Large,Retired,48,0,24625,1,19.81848038,1
2009,Female,C,Medium,Employed,19,5,23980,0,276.9950185,1
2009,Male,E,Small,Self-employed,18,2,6845,0,284.1301175,1
2009,Male,A,Small,Housewife,44,13,16300,1,148.3685156,1
2009,Male,E,Small,Self-employed,30,0,12040,0,259.0040603,1
2009,Male,D,Large,Retired,49,8,22550,1,37.59594224,1
2009,Male,B,Medium,Employed,34,11,2070,0,169.7885554,1
2009,Female,E,Large,Unemployed,36,9,16015,1,253.6198858,1
2009,Female,A,Small,Retired,71,12,21190,1,57.32800859,1
2009,Female,E,Medium,Housewife,41,13,24245,1,248.5121203,1
2009,Male,A,Small,Employed,20,0,24390,0,49.6329834,1
2009,Female,D,Small,Unemployed,35,0,15165,0,76.05272599,1
2009,Male,E,Medium,Unemployed,43,1,14710,1,83.90453994,1
2009,Male,D,Large,Housewife,58,6,32010,1,232.9029787,1
2009,Male,B,Large,Self-employed,71,9,22580,1,95.69355223,1
2009,Female,B,Small,Housewife,21,2,44605,0,139.2056697,1
2009,Male,C,Medium,Housewife,45,7,17210,1,157.245582,1
2009,Female,D,Small,Self-employed,24,12,5530,0,162.9324677,1
2009,Male,D,Medium,Employed,42,10,6155,0,34.81202424,1
2009,Male,D,Large,Self-employed,73,0,26500,1,124.3443471,1
2009,Female,A,Small,Self-employed,20,3,19695,0,222.6929824,1
2009,Male,A,Small,Unemployed,20,0,18820,0,51.32331561,1
2009,Female,A,Small,Unemployed,18,2,38485,0,23.12027888,1
2009,Female,B,Medium,Employed,33,10,21170,0,100.833778,1
2009,Male,D,Large,Unemployed,41,1,17730,1,77.73738533,1
2009,Male,B,Medium,Unemployed,40,10,19545,1,222.2151274,1
2009,Male,A,Small,Unemployed,49,8,40125,0,34.15043101,1
2009,Female,B,Large,Employed,26,0,6800,0,59.40378524,1
2009,Male,E,Large,Employed,26,0,9785,1,71.66099406,1
2009,Male,C,Small,Unemployed,49,2,11815,0,190.0515645,1
2009,Male,E,Small,Unemployed,25,9,29565,0,32.3065089,1
2009,Female,B,Large,Self-employed,57,4,24970,1,100.3048589,1
2009,Female,B,Medium,Unemployed,44,7,20310,1,90.21472555,1
2009,Male,C,Small,Housewife,20,9,25550,0,178.2443114,1
2009,Female,B,Small,Housewife,21,4,15740,1,63.5211087,1
2009,Male,E,Medium,Housewife,55,11,12935,0,251.432848,1
2009,Female,D,Medium,Self-employed,56,1,11190,0,183.8950396,1
2009,Male,D,Medium,Employed,25,8,5930,0,33.27619903,1
2009,Male,C,Small,Employed,23,11,4570,1,225.1417422,1
2009,Male,D,Small,Housewife,24,15,6430,0,31.81625935,1
2009,Female,E,Medium,Self-employed,29,13,9815,0,260.3601885,1
2009,Male,D,Large,Housewife,25,1,15610,1,47.58194704,1
2009,Male,C,Small,Housewife,18,7,16880,0,210.189841,1
2009,Female,A,Small,Self-employed,18,11,8405,0,123.0199289,1
2009,Female,B,Medium,Employed,27,6,45600,1,106.5583041,1
2009,Male,A,Medium,Housewife,59,12,24470,0,222.711392,1
2009,Male,B,Large,Housewife,62,2,19090,1,171.3729361,1
2009,Male,C,Small,Employed,36,0,8360,1,276.9454965,1
2009,Male,A,Medium,Housewife,23,5,14880,0,99.6400095,1
2009,Male,A,Medium,Employed,26,2,15960,1,88.95152383,1
2009,Male,E,Small,Unemployed,25,15,18605,0,99.6400095,1
2009,Female,A,Large,Self-employed,21,0,7655,1,251.432848,1
2009,Male,A,Large,Unemployed,21,12,36250,0,251.432848,1
2009,Male,A,Medium,Self-employed,25,1,7500,1,276.3355652,1
2009,Male,A,Medium,Employed,33,15,13465,0,79.1594481,1
2009,Female,D,Large,Self-employed,60,12,1895,1,166.5549379,1
2009,Female,C,Large,Unemployed,46,8,4140,1,212.4247054,1
2009,Female,D,Medium,Employed,40,0,35945,0,171.3729361,1
2009,Female,B,Large,Employed,51,0,26225,0,34.81095528,1
2009,Male,A,Large,Employed,45,6,39855,1,201.3918071,1
2009,Male,D,Medium,Employed,33,2,9325,1,181.4165594,1
2009,Male,D,Large,Housewife,27,0,20420,1,295.7970919,1
2009,Male,A,Small,Housewife,18,5,9985,0,73.18307109,1
2009,Male,E,Large,Self-employed,62,1,8215,1,24.03270395,1
2009,Male,A,Large,Employed,34,10,7070,1,124.2334338,1
2009,Male,A,Large,Self-employed,24,5,13745,0,59.8409496,1
2009,Female,C,Large,Employed,23,12,4480,0,124.2334338,1
2009,Female,C,Large,Housewife,68,15,49505,1,148.3685156,1
2009,Female,A,Medium,Unemployed,43,2,23250,1,59.70218923,1
2009,Male,D,Small,Self-employed,21,0,29975,0,27.20106876,1
2009,Male,C,Small,Employed,20,0,13440,0,53.43201088,1
2009,Male,E,Small,Unemployed,34,9,16890,0,210.189841,1
2009,Male,E,Large,Housewife,58,5,13950,1,178.2443114,1
2009,Female,B,Medium,Self-employed,26,5,23720,0,92.10692821,1
2009,Female,C,Medium,Housewife,42,3,22335,1,84.9609991,1
2009,Male,D,Small,Employed,29,10,26685,0,65.2951547,1
2009,Male,D,Medium,Self-employed,34,3,16080,1,72.01288299,1
2009,Male,A,Large,Employed,53,0,21575,1,58.81986821,1
2009,Female,E,Small,Unemployed,26,12,25445,0,40.08261306,1
2009,Male,D,Large,Housewife,62,0,7415,1,91.54176264,1
2009,Female,D,Small,Employed,38,0,11855,0,276.9454965,1
2009,Female,E,Small,Employed,28,1,26070,1,202.5335882,1
2009,Female,A,Small,Housewife,36,14,8560,0,46.84863153,1
2009,Female,E,Small,Self-employed,27,1,9555,1,45.66982293,1
2009,Male,D,Large,Housewife,20,1,19370,1,216.4916013,1
2009,Male,A,Small,Employed,29,3,23530,1,201.3918071,1
2009,Male,E,Medium,Self-employed,53,7,13645,0,76.89987008,1
2009,Male,D,Medium,Housewife,33,12,39245,0,296.4319078,1
2009,Female,A,Small,Unemployed,37,13,22670,1,31.60978775,1
2009,Male,E,Small,Employed,18,4,11750,0,91.28099321,1
2009,Male,A,Medium,Housewife,34,0,11105,0,63.89430992,1
2009,Male,A,Small,Unemployed,23,6,27475,0,237.675525,1
2009,Male,A,Medium,Employed,30,3,16965,1,237.675525,1
2009,Male,A,Medium,Employed,37,6,12205,0,99.6400095,1
2009,Female,C,Large,Unemployed,28,5,1700,0,139.2056697,1
2009,Female,A,Small,Housewife,32,11,7200,0,126.1401885,1
2009,Male,D,Medium,Housewife,19,2,27940,0,184.4785165,1
2009,Male,C,Large,Employed,19,15,8930,0,184.4785165,1
2009,Female,A,Small,Self-employed,47,1,14640,1,148.9956325,1
2009,Female,C,Medium,Unemployed,34,11,24850,1,114.1413271,1
2009,Male,A,Medium,Self-employed,20,2,6415,0,221.7063984,1
2009,Male,A,Medium,Self-employed,38,1,48600,0,207.1446249,1
2009,Female,B,Small,Unemployed,52,2,9435,1,30.62119248,1
2009,Male,D,Small,Housewife,22,13,47845,1,28.95139071,1
2009,Female,B,Large,Self-employed,64,3,13420,0,156.1042255,1
2009,Male,D,Small,Employed,37,11,4320,0,201.6569069,1
2009,Male,A,Small,Employed,33,2,24240,1,205.4307964,1
2009,Male,D,Small,Employed,22,1,28415,0,129.6779531,1
2009,Male,B,Medium,Employed,53,3,24780,1,162.9324677,1
2009,Female,C,Medium,Employed,36,5,4770,1,297.3851697,1
2009,Female,B,Large,Housewife,21,11,11960,0,65.78489891,1
2009,Male,D,Large,Employed,59,11,20740,1,272.9669948,1
2009,Male,C,Medium,Unemployed,47,3,1485,0,276.9950185,1
2009,Male,C,Large,Self-employed,40,5,8055,1,58.60474559,1
2009,Female,D,Small,Self-employed,36,1,7180,0,61.79475865,1
2009,Female,A,Large,Housewife,43,0,19025,0,102.818883,1
2009,Male,A,Medium,Unemployed,27,0,11755,0,225.1417422,1
2009,Male,E,Large,Employed,33,4,11305,0,156.1042255,1
2009,Male,B,Large,Employed,42,5,9800,1,240.0004036,1
2009,Male,B,Medium,Employed,53,1,17290,0,62.73514095,1
2009,Male,A,Small,Employed,27,12,14230,1,19.41025076,1
2009,Male,A,Medium,Self-employed,55,1,23435,0,23.10511703,1
2009,Male,A,Small,Housewife,27,11,8935,1,186.6850127,1
2009,Female,E,Small,Housewife,28,9,3670,1,208.6667182,1
2009,Male,A,Large,Housewife,47,14,31970,0,183.8950396,1
2009,Male,A,Small,Self-employed,66,0,23755,1,276.9950185,1
2009,Male,A,Small,Unemployed,52,1,10205,1,103.9493988,1
2009,Male,A,Small,Housewife,32,15,1170,1,94.29603751,1
2009,Male,C,Large,Unemployed,18,0,15660,1,30.5989837,1
2009,Female,E,Medium,Self-employed,52,1,24235,1,71.71655605,1
2009,Male,A,Small,Employed,19,3,10645,0,200.6565503,1
2009,Female,E,Small,Employed,19,1,9740,0,33.65195213,1
2009,Female,C,Medium,Housewife,45,6,18675,1,223.3085718,1
2009,Male,E,Large,Self-employed,32,7,18350,1,260.3601885,1
2009,Male,E,Medium,Unemployed,25,7,8020,0,94.36462339,1
2009,Male,B,Medium,Unemployed,37,0,2905,1,123.0199289,1
2009,Male,E,Small,Self-employed,38,5,24530,0,162.666477,1
2009,Male,A,Small,Unemployed,19,5,4580,1,36.54260314,1
2009,Female,D,Medium,Unemployed,18,14,17765,0,166.5549379,1
2009,Male,B,Medium,Housewife,28,6,5015,1,32.26996388,1
2009,Female,C,Large,Unemployed,54,9,11720,1,171.3729361,1
2009,Male,B,Medium,Self-employed,22,1,10300,1,178.2443114,1
2009,Male,E,Small,Employed,30,4,24695,0,19.2833619,1
2009,Male,B,Medium,Employed,34,4,8835,1,125.1320458,1
2009,Female,C,Medium,Self-employed,19,6,19560,0,293.5560359,1
2009,Male,B,Medium,Unemployed,27,15,1520,0,141.4896565,1
2009,Female,D,Small,Employed,18,6,1725,1,139.6062055,1
2009,Male,E,Small,Self-employed,29,13,22760,1,50.40601234,1
2009,Female,C,Small,Housewife,26,7,5670,1,90.21472555,1
2009,Male,A,Small,Employed,50,4,10125,1,184.4785165,1
2009,Male,A,Small,Employed,31,2,32440,1,99.57981885,1
2009,Male,A,Medium,Employed,29,0,3675,1,31.49451567,1
2009,Female,C,Medium,Self-employed,32,1,12990,0,248.5121203,1
2009,Male,D,Medium,Self-employed,28,10,13065,0,69.88926519,1
2009,Male,B,Large,Retired,61,3,4090,1,120.7793723,1
2009,Male,D,Large,Unemployed,28,0,8780,0,207.1446249,1
2009,Male,A,Small,Self-employed,25,1,3515,1,185.1345389,1
2009,Female,D,Medium,Housewife,28,0,37265,0,291.3194903,1
2009,Male,D,Medium,Employed,22,11,2825,0,68.97630254,1
2009,Male,E,Medium,Employed,20,6,10005,0,128.5434648,1
2009,Male,A,Medium,Unemployed,32,9,6240,1,25.14133101,1
2009,Female,E,Large,Housewife,23,0,16975,0,166.5549379,1
2009,Female,A,Small,Self-employed,53,3,16490,1,22.75483466,1
2009,Male,E,Medium,Employed,19,1,25425,0,44.16537902,1
2009,Female,C,Small,Unemployed,20,0,18630,0,72.01288299,1
2009,Male,A,Large,Unemployed,19,1,5950,0,51.4116382,1
2009,Female,C,Small,Employed,26,12,44210,0,132.7922667,1
2009,Male,D,Large,Employed,26,3,13580,0,223.3475567,1
2009,Male,E,Medium,Self-employed,50,1,7665,0,256.6405915,1
2009,Male,A,Large,Self-employed,73,10,8575,1,201.6569069,1
2009,Male,B,Small,Employed,30,5,24590,0,91.45292269,1
2009,Female,A,Small,Employed,39,4,23275,1,139.637282,1
2009,Male,E,Medium,Employed,24,13,23870,0,103.9493988,1
2009,Male,C,Large,Housewife,23,1,5270,0,202.5335882,1
2009,Male,C,Large,Retired,62,0,13680,1,94.29603751,1
2009,Male,A,Large,Self-employed,21,3,4505,0,123.0199289,1
2009,Female,A,Small,Housewife,23,8,9560,0,139.637282,1
2009,Female,A,Large,Unemployed,25,3,6540,0,185.1345389,1
2009,Female,D,Large,Employed,59,3,28030,1,61.94412023,1
2009,Male,B,Small,Self-employed,21,4,6590,1,57.06267756,1
2009,Male,C,Large,Housewife,71,13,1995,1,38.35953437,1
2009,Male,B,Large,Housewife,40,11,42315,0,148.4945135,1
2009,Male,D,Large,Employed,52,11,21100,1,73.65271862,1
2009,Female,D,Large,Housewife,40,0,6370,1,83.76263662,1
2009,Female,E,Medium,Housewife,25,14,5990,0,275.2822626,1
2009,Female,A,Small,Housewife,23,13,16795,0,56.04309848,1
2009,Male,D,Small,Employed,25,13,19480,0,259.0040603,1
2009,Male,E,Small,Unemployed,33,2,25835,0,66.11361207,1
2009,Female,E,Large,Retired,53,1,10195,1,138.5066713,1
2009,Male,E,Small,Unemployed,37,9,24940,1,250.8413259,1
2009,Male,A,Medium,Unemployed,28,1,26060,0,249.8117276,1
2009,Male,C,Large,Housewife,58,2,3540,0,237.675525,1
2009,Male,D,Large,Self-employed,65,15,5805,1,40.08261306,1
2009,Male,E,Small,Employed,19,14,47645,0,99.28308074,1
2009,Male,D,Small,Unemployed,29,0,22635,0,90.21472555,1
2009,Male,D,Small,Housewife,20,0,17810,0,98.10372854,1
2009,Female,D,Medium,Housewife,29,0,11235,0,276.3355652,1
2009,Male,E,Large,Employed,42,4,24260,0,27.68609024,1
2009,Male,C,Small,Unemployed,23,4,9975,0,63.82886936,1
2009,Male,A,Small,Housewife,22,2,15380,0,239.4551701,1
2009,Male,B,Medium,Housewife,22,7,14550,0,183.8950396,1
2009,Male,E,Large,Employed,25,7,9225,0,148.9956325,1
2009,Female,D,Medium,Housewife,30,7,13220,1,185.1345389,1
2009,Male,C,Small,Unemployed,28,6,36235,0,128.5434648,1
2009,Female,C,Small,Unemployed,37,11,13620,0,148.5612071,1
2009,Male,B,Large,Unemployed,40,2,17865,1,234.675271,1
2009,Male,C,Small,Self-employed,49,0,22260,1,88.95152383,1
2009,Male,E,Large,Housewife,43,14,24880,1,272.9669948,1
2009,Male,C,Small,Employed,20,14,9655,0,138.5066713,1
2009,Male,B,Small,Employed,27,6,16720,0,91.28099321,1
2009,Male,E,Medium,Housewife,21,7,18800,0,37.83728202,1
2009,Female,A,Medium,Unemployed,32,2,25630,0,190.0515645,1
2009,Female,B,Small,Retired,68,5,9535,0,270.7883545,1
2009,Female,C,Medium,Employed,32,0,37010,1,136.1308048,1
2009,Female,A,Medium,Housewife,37,4,4315,0,26.51332544,1
2009,Female,A,Medium,Employed,33,3,15690,0,88.29014956,1
2009,Male,B,Medium,Employed,24,0,18980,0,32.4149606,1
2009,Female,B,Small,Self-employed,19,1,9455,0,128.5434648,1
2009,Male,D,Medium,Unemployed,56,4,8385,1,63.15287215,1
2009,Female,D,Small,Unemployed,23,14,9635,1,93.38235115,1
2009,Male,B,Medium,Employed,35,8,11070,1,88.29014956,1
2009,Male,A,Medium,Employed,35,0,4090,1,124.2334338,1
2009,Female,E,Medium,Housewife,44,2,12695,1,63.17028387,1
2009,Male,D,Small,Unemployed,27,0,24180,0,35.78808354,1
2009,Female,C,Small,Unemployed,27,3,1235,0,153.4523215,1
2009,Female,E,Small,Unemployed,18,0,17885,0,88.95152383,1
2009,Male,C,Medium,Unemployed,27,6,19980,1,110.9836779,1
2009,Male,A,Small,Employed,18,11,3915,0,162.9324677,1
2009,Male,C,Small,Housewife,20,14,1525,0,201.6569069,1
2009,Female,E,Small,Housewife,29,9,8655,0,32.3905212,1
2009,Female,D,Small,Employed,44,9,7205,1,258.9237292,1
2009,Male,A,Medium,Self-employed,19,6,8895,1,70.86106124,1
2009,Male,A,Small,Housewife,22,7,15495,0,45.52113373,1
2009,Male,A,Small,Employed,29,8,10160,1,272.9669948,1
2009,Male,B,Small,Employed,29,4,23465,0,109.6318854,1
2009,Female,D,Large,Housewife,38,13,11260,1,223.3085718,1
2009,Male,B,Medium,Retired,56,6,18255,1,201.6569069,1
2009,Male,A,Large,Self-employed,35,2,22300,1,59.92134979,1
2009,Male,E,Small,Employed,28,0,9130,1,31.05763979,1
2009,Female,A,Small,Self-employed,31,1,9755,0,260.3601885,1
2009,Male,B,Medium,Employed,21,7,10380,0,237.675525,1
2009,Male,A,Small,Unemployed,30,12,24130,1,296.4319078,1
2009,Male,A,Large,Employed,52,3,2370,1,293.5560359,1
2009,Male,C,Medium,Housewife,31,3,14370,1,59.22386837,1
2009,Male,B,Large,Unemployed,21,3,10055,0,36.14074742,1
2009,Male,E,Medium,Employed,25,4,23865,1,148.4018477,1
2009,Male,A,Medium,Employed,33,0,44120,1,125.1320458,1
2009,Male,D,Small,Unemployed,22,2,14245,1,67.84790756,1
2009,Female,E,Medium,Employed,22,11,6970,0,63.5211087,1
2009,Female,D,Medium,Employed,25,7,9940,1,270.4632326,1
2009,Male,D,Medium,Employed,24,10,19710,0,129.4194752,1
2009,Female,A,Large,Self-employed,39,2,7710,1,76.89987008,1
2009,Male,C,Large,Unemployed,47,8,2970,0,91.45292269,1
2009,Male,E,Medium,Self-employed,18,4,4725,0,99.6400095,1
2009,Female,B,Small,Unemployed,21,10,10030,0,291.3194903,1
2009,Male,D,Medium,Unemployed,20,7,5695,0,258.9237292,1
2009,Female,E,Medium,Housewife,36,1,29600,1,123.969842,1
2009,Male,A,Medium,Unemployed,32,2,23330,0,256.6405915,1
2009,Male,B,Large,Housewife,26,1,18885,0,78.33993486,1
2009,Male,A,Small,Self-employed,19,0,4020,0,148.9956325,1
2009,Male,B,Medium,Self-employed,24,6,24250,0,124.3443471,1
2009,Male,D,Large,Employed,23,0,8110,0,237.4189585,1
2009,Male,A,Large,Retired,50,5,13425,1,77.49504574,1
2009,Male,E,Medium,Unemployed,50,0,17600,0,190.0515645,1
2009,Male,C,Large,Unemployed,46,2,40465,1,102.818883,1
2009,Male,C,Small,Housewife,28,1,3470,0,71.71655605,1
2009,Male,C,Small,Housewife,26,0,11490,0,84.22903844,1
2009,Male,A,Medium,Unemployed,28,11,8205,1,141.0368682,1
2009,Male,A,Small,Housewife,18,3,19785,0,71.18027901,1
2009,Male,E,Small,Unemployed,20,5,40820,0,169.7885554,1
2009,Male,E,Medium,Self-employed,23,0,3975,0,51.33277755,1
2009,Male,B,Medium,Employed,33,3,6200,0,81.90993935,1
2009,Male,A,Large,Employed,46,15,14190,1,60.86038525,1
2009,Female,B,Large,Retired,57,1,9365,0,99.6400095,1
2009,Male,D,Small,Housewife,43,0,25480,0,106.5583041,1
2009,Male,D,Large,Retired,73,9,20455,1,129.8552354,1
2009,Male,C,Large,Retired,46,0,19590,0,272.9669948,1
2009,Male,D,Medium,Retired,70,11,9810,1,138.5066713,1
2009,Male,A,Small,Employed,25,5,15700,0,23.12027888,1
2009,Male,B,Small,Housewife,30,2,10380,0,212.4247054,1
2009,Male,E,Medium,Housewife,60,2,17930,0,128.5434648,1
2009,Female,D,Small,Housewife,45,3,4595,1,73.85052034,1
2009,Female,D,Large,Employed,34,1,11505,0,98.10372854,1
2009,Male,D,Small,Retired,72,4,16565,0,156.1042255,1
2009,Female,B,Medium,Housewife,18,5,5025,0,290.1327193,1
2009,Female,D,Large,Housewife,37,1,19330,0,83.76263662,1
2009,Male,D,Medium,Unemployed,37,1,8660,0,190.0515645,1
2009,Male,D,Small,Employed,22,6,14010,0,103.9493988,1
2009,Male,A,Large,Housewife,31,2,9420,0,73.46170633,1
2009,Male,E,Medium,Employed,28,0,4560,0,106.5583041,1
2009,Female,A,Medium,Self-employed,28,14,26745,0,258.9237292,1
2009,Male,B,Medium,Employed,18,0,20160,0,206.2302755,1
2009,Male,A,Medium,Employed,19,2,12290,0,258.9237292,1
2009,Male,E,Large,Unemployed,19,0,39655,0,32.3065089,1
2009,Male,D,Large,Employed,44,0,3610,0,19.41025076,1
2009,Male,A,Medium,Self-employed,49,1,21425,1,149.997808,1
2009,Female,A,Medium,Self-employed,47,7,27505,0,276.9454965,1
2009,Female,B,Medium,Unemployed,33,10,3480,0,148.3685156,1
2009,Female,D,Medium,Retired,51,8,15365,1,141.0368682,1
2009,Female,D,Large,Unemployed,42,4,8675,0,157.245582,1
2009,Female,A,Medium,Housewife,49,1,9800,1,73.65271862,1
2009,Female,A,Large,Employed,39,7,8495,1,47.98269849,1
2009,Male,B,Large,Employed,24,0,7045,0,201.6569069,1
2009,Male,A,Small,Unemployed,27,7,6435,1,121.5870219,1
2009,Female,B,Medium,Unemployed,57,6,19780,0,250.8413259,1
2009,Female,A,Medium,Employed,20,0,4090,0,58.60474559,1
2009,Male,A,Large,Housewife,29,4,19900,0,259.0040603,1
2009,Male,A,Medium,Self-employed,47,7,11380,1,91.45292269,1
2009,Female,C,Medium,Self-employed,19,11,49780,1,56.70111618,1
2009,Female,B,Medium,Employed,41,12,27385,1,201.6569069,1
2009,Female,B,Large,Retired,49,3,22795,1,133.2886429,1
2009,Male,A,Small,Unemployed,19,4,12830,0,293.5560359,1
2009,Male,D,Medium,Self-employed,32,2,24480,0,103.2132915,1
2009,Male,A,Large,Self-employed,47,2,10920,0,56.11415278,1
2009,Male,A,Large,Retired,64,9,9510,0,91.45292269,1
2009,Male,D,Large,Unemployed,24,5,28365,0,129.4194752,1
2009,Male,B,Large,Self-employed,20,4,1885,1,272.9669948,1
2009,Male,D,Medium,Unemployed,18,8,8575,0,28.13630298,1
2009,Male,D,Medium,Self-employed,44,8,18505,1,223.3475567,1
2009,Male,D,Small,Self-employed,49,6,18920,1,98.10372854,1
2009,Male,E,Medium,Retired,50,0,14850,1,169.7885554,1
2009,Male,C,Large,Self-employed,57,15,34250,1,206.2302755,1
2009,Male,A,Small,Self-employed,35,3,22380,1,237.675525,1
2009,Male,B,Large,Unemployed,42,9,9350,1,37.31536383,1
2009,Male,C,Small,Employed,27,9,42415,1,88.89623143,1
2009,Male,E,Medium,Employed,24,0,6030,0,239.4551701,1
2009,Male,A,Medium,Housewife,45,2,16080,1,207.1446249,1
2009,Female,A,Medium,Housewife,46,1,16655,0,150.2239631,1
2009,Male,E,Small,Housewife,21,0,24365,0,223.3475567,1
2009,Male,B,Small,Employed,21,3,8245,0,148.4018477,1
2009,Male,A,Large,Housewife,52,2,21975,1,99.6400095,1
2009,Male,D,Medium,Unemployed,27,2,10895,0,100.3048589,1
2009,Male,C,Large,Housewife,25,4,28090,1,129.6690079,1
2009,Male,A,Small,Employed,26,1,17155,1,232.9029787,1
2009,Male,B,Medium,Employed,37,5,36380,1,251.432848,1
2009,Female,B,Large,Self-employed,39,1,17370,1,276.9950185,1
2009,Male,A,Large,Self-employed,39,0,20255,1,30.37476431,1
